text,sentiment
A brutal and funny work .,positive
Item came to house on two different shipment dates. Put it together and towards end of process found two holes were not drilled. Too much to return so decided to borrow a drill and make holes myself. Waiting on drill. Will look nice when I get it together.,neutral
"as in aimless , arduous , and arbitrary .",negative
( A ) painfully flat gross-out comedy ...,negative
What A Feeling reminds me of Bee Gees song in Saturday Night Fever movie soundtrack you can check it outttt it has some vibe of it,positive
"- The picture is beautiful. The are some interesting special effects.- The acting and the plot are suitable only for kids. There is no depth.I have not watched the animation version. So, I can't compare them.",neutral
"Buy and watch Just dance on @Youtube &amp; stream it on @Spotify , it's very close to be her 3rd Diamond single! #MTVBestOf2015 Lady Gaga",positive
"I've read this book at LEAST a billion times. This is one of the books that got me started on my never-ending fantasy kick. I love equines, including unicorns and pegusi. I may sound immature, but I'm 12. Forgive me.This work of art is about a young girl named Cara and her journeys in a world connected to ours. This place is where all the 'fantasy creatures' live in almost-peace. To tell you much more would actually ruin the book for you, since you'll find all this out eventually if you read this book.Along with the Harry Potter series, the Animorphs series, Everworld, The Dragonriders of Pern ... this is one of the great series (yes, there's a sequel! Lucky us! It's called ""The Song of the Wanderer"") that children and even many adults will enjoy!",positive
"Every night our two-year-old says. ""Build"" - it's the blocks. We make doors, bridges and towers. She loves them and it's really helping with her manual dexterity. She's also starting to pay attention to balance and the different shapes and colors. Always a good idea!",positive
"My mother had one of these saucepans and used it daily as far back as I can remember for everything from boiling potatoes to making gravy. When she passed away I took it and use it all the time. It came witha double boiler insert which also got (and gets) frequest use, particularly for melting chocolate. My pan has to be at least 50 years old, the handle is still tight and the cover still seals. It's as good as they day Mom bought it half a century or more ago. What more could you ask?",positive
There are now two signs that M. Night Shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema : Unbreakable and Signs .,negative
"I bought this game after reading some great reviews online. I thought it would be a good game toplay as a family as we've begun to have family game nights again. Needless to say it was a huge flop.We played it one time, and noone liked it. Not even my two younger children. The concept was great,the game play was not.",negative
"Rally against the imperialism and zionism. Milan, Italy 19 September https://t.co/pHMQyZZ52t",neutral
Cate Blanchett hammering out the details of Thor 3 role https://t.co/0vtvNDjaUh - https://t.co/kJ98XVyJem Gaea mother of Thor,neutral
"I looked at this steamer bar cabinet off and on for a few months. I considered a lot of different bar cabinets from Crate and Barrel as well as other retailers (including Crate and Barrel's sister site cb2.com). In the end, I kept coming back to this one. I have yet to use it for a party, but I have received quite a few compliments on it already. As a piece of furniture, it has a nice look to it. For storing all of my wine/alcohol/etc., its helped me to clear up some space in my kitchen as well. I'm sure it will serve me well.",neutral
"@cMEANTit ~ noooo! Just like Shawn said ""be yourself"" If you only showed that side it may be too much but you balance it out with other vids",neutral
Tomorrow is the big Dark Souls race between myself and @PewGeminiLive   Starting sometime between 9-10AM EST  Be there!,positive
"which I realize limits the value of a review, so I'll be brief: uninspired. Lazily written music/lyrics. Characters who are already boring. Save your time.",negative
"This broom isn't capable of being pushed because, as the first review stated, it can't be pushed. There is no angle to it. I'm not sure at this point if we'll keep the ones I bought. I had to buy 2 because of twins and am not happy about wasting $24.",negative
"These are much sturdier than similar chairs from other retailers. They can withstand my husband's 6'4"", 230 lb frame and the steel legs don't bow or splay. However, after just 3 months of use, the chair he sits in the most often is showing vertical thin paint cracks in the sprayed finish over the wood. Not super noticeable without careful examination, but disappointing nonetheless.",neutral
"It's an o.k. Bible. Good price, but I'd rather pay a little more and get a better one. I didn't like the study plan and found it rather dull. Instead I use it for when I'm just wanting to browse through the Bible, but I don't use it for heavy duty reading.",neutral
There are moments of hilarity to be had .,positive
I just think that sports are stupid &amp;anyone who likes them is a lesser person &amp; has a small intellect- Amy Schumer https://t.co/fdjWKKG5AR,negative
"As spent screen series go , Star Trek : Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there 's nothing to drink .",neutral
What is the filmmakers ' point ?,neutral
Then the Bee Gees came on...and I had to #Tuesday #TuesdayTestimony https://t.co/oKBGuXKEpN,positive
#USOpen Anderson beat Murray in the 4th round. It's Murray's earliest Grand Slam exit in 5 years,neutral
"But even then , I 'd recommend waiting for DVD and just skipping straight to her scenes .",negative
"I ""post a note"" indicating how reading ""Until"" has touched my soul. I pen this note to notify the readers how incredible a writer I believe Mr. McCann to be. The characters are all people we know, whether dear friends or distant acquaintances.""Until"" is a book about hope. There is a scripture in Proverbs that says ""Hope deferred maketh the heart sick."" And the readers of ""Until"" can all attest to having experienced the sinking feeling of disappointment of a love that once was, but is now beyond our outstretched grasp.Feel the words of ""Until"" and empathize with the men and women inside the pages. Know the depth of ""Until"". Observe and understand how ""Until"" always motivates you to go on. Because we all want ""Until"" to become our reality.I didn't know that I could miss a book, ""Until""....With ""Until"" you cannot be disappointed......",positive
"Until ( the ) superfluous ... epilogue that leaks suspension of disbelief like a sieve , Die Another Day is as stimulating & heart-rate-raising as any James Bond thriller .",neutral
Witty dialog between realistic characters showing honest emotions .,positive
hmmm what else can i say about this tripe?? its pure crap!! it sucks pure and simple..its not even worth reviewing..i mean..a frigging sing along with mr freeze?? !! WTF?!! give me some aspirin now please ! i dont know anybody who would want to buy this..even in a special edition..the casting was poor dont get me started on mr freeze or poison ivy...this film makes batman forever look good..im sure george cloony bumped this off the resume.. worts movie ever..next to showgirls thank god for graham nolan and his awesome BATMAN BEGINS single handedly brought back the dark knight to his night prowling fear inducing status..:) stay away from batman and robin !but ONLY ONE good point of this film..i liked the side story about alfred... michael gough will always be alfred in my book with michael cane being right up there as well :),negative
"In many ways , reminiscent of 1992 's Unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",neutral
"The Best! Sugar Cane Harris played violin, not Ponty. Jean Luc Ponty first appeared on Overnight Sensation.",positive
Get a little buzz with Detox to Retox Yoga at Triangle Char And Bar on Dorchester Rd  10am Saturday!!! $10... http://t.co/CjXFbkLm44,neutral
Boomers and their kids will have a Barrie good time .,positive
6:00 2nd | Curtis with a clean 3 from the corner. The offense is flowing for the Raiders now. Gonzaga still leads 29-15.,neutral
I bought these for my daughter who is 12 and swims competitively. They kept coming off no matter how tight we made them and we ended up having to get a different kind.,negative
"I don't have many Mel Gibson movies, but when I saw one of his earlier movies available I wanted to add it to my collection. This movie demonstrated a different acting style then the later action parts that he is more famous for.",positive
"@GarretHohl When the 4th goes back to Thor - Copp - Petan it'll hit exactly my pre-season ""best on paper""..well.. based on locked Stu+Thor.",neutral
Sam Smith may have his fans but they certainly aren't the type of people that would watch Bond. What the hell have they done #SPECTRE,negative
EXCLUSIVE: Cate Blanchett may be joining the #Marvel universe! | Don't tease me! #scifi #movies #MCU https://t.co/xcYerXq5LH,neutral
Parents beware ; this is downright movie penance .,negative
"@AXS_UK It is for the concert The Vamps in Manchester, I wanted to know if it was possible to replace my place of April 17th concert to",positive
You can read the brand new online edition of India Legal right here: https://t.co/7tQoYP2iAc  Also Rahul Gandhi view https://t.co/TG9l7HdFFZ,neutral
Monday mornings with Cate Blanchett sure don't suck. @ JW Marriott Essex House New York https://t.co/Bkge3Upk8u,positive
"23 November 1970. George Harrison released ""My Sweet Lord"" in the US. It would become the first single by a former Beatle to reach No.1",positive
"December=surviving the end of the semester, seeing humans I like, drafting a script &amp; getting over my fear of my David Bowie.",positive
"Read something better; read William Dalrymple's FROM THE HOLY MOUNTAIN, or the classic, THE BLUE NILE. These stories were amateur night at the bingo hall. There were a couple touching exceptions, one about a young woman, a cabbie, and the Taj Mahal in India--- but for the most part the stories in the book were dull, witless, and lacked excitement, adventure, and charm. They sounded like fantasies of Dilbert's travels, NO, not even that exciting. Some even sounded made-up, yes, contrived for the book. What scares me is that these were the collected ""Best of"" Travelers Tales....well, I might check out some of the others, but I don't think I'd buy them, just read them quick at the bookstore.",negative
"Two weeks from now we have our annual twilight #farmersmarket @TheConvent - perfect place for all the fresh Chrissy #localfood 3-8pm, 23 Dec",positive
It reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it .,negative
Returned Sunday afternoon and was  pleasantly suprised. Happy Hour is 7 days a week 3-7 pm   ; )    I recieved great service at the bar which was friendly fast and efficient(Janessa) .I ordered couple of drafts and wings with good happy hour pricing! I will be back!,neutral
"Don't forget to catch Thor, I mean Chris Hemsworth on Saturday Night Live tonight! https://t.co/WRoLErD1Jm",positive
Check out the Christmas trading times for the Eagle Farm Markets! Don't miss the Twilight Fresh Market on Wednesday! https://t.co/4seFrI8bRk,neutral
"Sonia, Rahul Gandhi may not seek bail in #NationalHeraldCase: SourcesTOI. wow then he going Jail and this is #GoldenDay for all indians ;)",neutral
"In addition to the nice atmosphere on the patio they serve a very nice brunch menu and the $2 bloody marys are a buy. Downside: parking validation is only a discount, not a freebie. Depending on when you go the service can be slow. During a recent happy hour the barmaid herself was left to tend to all bar patrons and the patio.",neutral
This is a superior horror flick .,positive
"Yoga instructor, Jillian Jackson, will be at Samurai this Saturday morning for a special yoga class!   See the... http://t.co/rZOL2IAbSF",neutral
"Woke up 100% convinced it was Saturday. Didn't love realizing it's only Thursday but labeling it ""Star Wars Day"" in my head made it better.",positive
Our #GeorgeGalloway has always been right about #ChilcotReport and Tony Blair's role in death of #uk soldiers  https://t.co/n3JQNCbh7k,neutral
"This piece was extremely difficult to assemble. There must have been 100 pieces. You need 2 people to construct. It wasn't very expensive or well made. I wouldn't place anything heavy in this piece. It is slightly wobbily. It's redeeming qualities are that it will fit in a small space and it holds enough to be useful. However, I would not purchase another or recommend this piece.",neutral
Our Yoga for Veterans Class tonight has been cancelled but we hope to resume next Tuesday night! Interested in... http://t.co/UhDMFl7XyO,neutral
"I had a similar toy in the 1960's called the SOMA cube and played with it for hours. It develops your spatial viewing of problems and a bit of logical thinking. This toy is the same thing as the SOMA cube only it comes with a deck of cards that contains 60 3-D puzzles to try. On the back of each card is a solution to the problem. In one or two cases, the 3-D picture on the front of the card doesn't show clearly what the BACK of the puzzle looks like, but this is minor. A wonderful toy that will keep kids (or adults) quiet for a long time. And it doesn't need batteries or electricity. A true thinking toy.",positive
Slackers ' jokey approach to college education is disappointingly simplistic -- the film 's biggest problem -- and there are no unforgettably stupid stunts or uproariously rude lines of dialogue to remember it by .,neutral
Quelle surprise !,neutral
Thursday 17th (otherwise know as Star Wars Day) we will have Christmas parties in the afternoon.Pupils should arrive in uniform then change.,neutral
I am tweeting this video I found as a tribute to George Harrison because today is the 14th anniversary of his death: https://t.co/yFoA4I09Ex,positive
"Our account will be very active for International Fashion Month New York, London, Milan and Paris all the action from Thursday",neutral
"Christians threatened with violence for worshipping Christ. No, not in Saudi Arabia. In Texas. https://t.co/9wI93tqp7b",negative
"We get it, Randy Orton &amp; Sheamus dont like each other, this is the 4th time within 3 weeks.",negative
"Michael Brantley launches his 13th home run of the season. In the 8th, it's 7-3 White Sox. #tribemania #tribelive http://t.co/ulx3BM0nT7",neutral
Wedding feels a bit anachronistic .,negative
"I enjoy being able to travel with my Kindle, have all my favorite books to enjoy and not having to worry about losing valuable space. The kindle is a perfect e-reader for people on the go. I enjoy knowing that I only have to charge the battery every 10 days or so.",positive
Nothing like eating pizza watching John Cena wrastle with the roomie on a Monday night @liz_Jones26,positive
"The entire cast is first-rate , especially Sorvino .",positive
"I suppose if you have a Bunn coffee maker this is a fine product. I mean, it's coffee filter, so there's not many ways to screw it up. Well, there's one way: make it too tall to fit in anything that's not a Bunn coffee pot. If you're just looking for coffee filters, look elsewhere.",negative
The Vamps will be bringing their debut concert to Singapore on Jan 26! Grab your tickets now if you haven't already! https://t.co/RsLlELuDo6,positive
"Wale don't do this man. I fux wit you but you 2nd or 3rd tier in this rap game bro. Kendrick is miles in front, he'll answer in time #TDE",neutral
"I expected this book to be from Ista's point of view, and was greatly disappointed to find that the POV character was a man called Ingrey. That disappointment lasted, unfortunately, though it is no fault of Bujold's that I loved Ista so much and had been looking forward to this book because I'd wrongly assumed it would feature her!I finished the book, anyway, and it was good reading. I stopped in the middle to go read another book I'd wanted to read more, and the fact that I could do that means this book is at most 3 stars.",neutral
"When Pokemon first debuted, I thought it would rock, and Misty, Brock, and Ash would stay together as a gang forever, and Ash would love it to just be walking around the world, earning badges, etc., and that's the way it would stay. Maybe even Ash and MIsty would fall in love! But, nope. The dudes who are creating these movies are sucking kids in with exclusive Pokemon cards, and the animation is just getting cheaper. This movie is totally different from the original movies and the TV series, and it sucks. I'll hold on to the older series and DVD's, but, nowadays, Brock and Misty are gone, and it's just boring without them. For those who agree with me, get the message out there that Pokemon is going down the tubes and it stinks. Bring back Brock and Misty!!! IT WILL SAVE THE SERIES! Oh, and I'm only giving this movie two stars because they went so far as to make a movie about something so ridiculous, with so much change, and so little things the same. :-( Boo.",negative
"Well, I bought two of these on sale at Best Buy. Before, I had a little Rio player that lasted me forever . . . when that one died, I bit the bullet and bought the Samsung.And if my phone weren't Samsung, and I weren't thrilled with it, I'd swear off the company forever. Both players had compatibility issues on ANY program I tried to use to transfer music. One time out of ten the program could find the player, the other times, not so much. I surfed the 'Net all I could; no support, no fixes. This wasn't an issue for long, because both players stopped working in totality within three months.I was majorly disappointed in this product and will probably find another brand for my next MP3 player.",negative
i'm gonna to see you in Milan in november. I cannot wait @NikkiSixx,positive
"Our Top Picks for This Weekend (It's HUGE)   FRI | Twilight Carols &amp; Christmas Market with Peter Combe, Stepney... https://t.co/J29IW9Xr2F",positive
"So Drake's ""If You're Reading..."" is the 3rd best album of the year, behind Kendrick and Adele (haha). They might as well hand me the Grammy",positive
Bandaids like these are hard to find. They stick all around the wound and don't gap like other bandaids. They flex nice with your finger and last for days before they fall off. And the price is right for the amount you get. They come in so many sizes it's hard to choose which ones to keep in stock. I highly recommend these bandaids to mothers with children and wives whose husbands are always coming to you for first aid.,positive
A coming-of-age film that avoids the cartoonish cliches and sneering humor of the genre as it provides a fresh view of an old type -- the uncertain girl on the brink of womanhood .,positive
Good night all. Will wake tomorrow and check espn to see if tom brady relieved himself during the night.,neutral
"It's kind of a take off on Encyclopedia Brown or the Hardy Boys - a young kid who wants to be a PI and solves murders in his town - but it's not very well written. I think the writing style might appeal to kids because it's very conversational, but it's also very juvenile - which again might appeal to kids but it didn't to me. The author is big on pop-culture and regional references, which I was told not to use in a creative writing class I took, and now I see why. Plus - and this is the funny part - the 'hero' is always passing out, like some Victorian damsel or something. He gets scared and passes out. Several times per book. It's weird and funny.",neutral
Just plain garbage! Dont waste your time or money on this garbage. Product does not perform. Get a small stand that goes under your computer to alllow it to breathe better.,negative
Just a Kiss is a just a waste .,negative
@KevinGagaloo no hun they take down the chart but the voting does not stop till the 25th #MTVStars Lady Gaga,neutral
"After the setup , the air leaks out of the movie , flattening its momentum with about an hour to go .",neutral
"Merely ( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .",negative
C'mon !,neutral
The Piano Teacher is not an easy film .,negative
"The shelves are obviously inexpensive, and they look fine, but the little plastic feet that snap into the bottoms of the legs are very brittle. We ordered three shelving units, and the plastic feet for all of them (12 feet) shattered. We had to contact the manufacturer, and instead of sending us twelve new feet, as we requested, they sent us one set of feet and legs. So we had to contact them again, and ask for more. The new feet appear to be better made- they haven't snapped yet, but it's frustrating to get a defective product, and then to have to request new feet twice because the manufacturer couldn't be bothered to get it right.",neutral
Paul McCartney shared official video of his sweet Lollapalooza encore with Brittany Howard http://t.co/17bjgevA3Y http://t.co/xQREb2U8Eu,positive
@merriday_brandy may she have a long and healthy twilight.,positive
"Scooby Doo is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation .",positive
"As a long time Steely Dan fan (as far back as ""Can't Buy A Thrill""), I thought that perhaps I passed over a hidden gem in this album. A friend of mine loaned it to me and all I can say is that it would've been better titled ""11 Tracks of [junk]""! This CD is unlistenable! I tried to imagine what it would sound like if the tunes had been sung by Donald Fagen but that wouldn't even help this weak effort. I honestly can't find one redeeming thing about it. Walter's vocals are about as unemotional and monotone as one can get. The compositions are predictable, uninteresting and amateurish and I've heard better production values in people's studio bedrooms. It's amazing to me that Mr. Becker is half of the writing team of one of the most brilliant writing duos of our time. As well as the CD title, the band should change their name to the real writing/singing strength in the band ""Steely Don""",negative
1st Soundtrack for the Milan Game https://t.co/qHCJvcKnVB,neutral
"If you bought this tablet on Verizon or Sprint your os has been upgraded. As this stands on AT&T there is no upgrade forthcoming, and the standard os is very buggy, causing my browser tomshut down without notice, sometimes while typing. The battery life is the worst I have ever had on a tablet, and takes a long tome to recharge. Look to another provider, mor another tablet.",neutral
Kim Kardashian reveals why she plans to eat her placenta: Snacking on one's own placenta may sound like a pret... https://t.co/kpuYixtnzc,neutral
"@the_eumelia @yoskesh @BINAlerts Pastors every Sunday believe that all Palestinian deaths are justified as Israel ""belongs"" to the Jewish.",negative
"Oops, Star Wars Day is tomorrow @ North Branch, but you can read about it in today's @NEheadlines https://t.co/EZPbceHAfU",positive
The right earpiece sounded like a torn speaker cone on the Bass notes. I checked the music with another set of headphones and the Koss UR40 was definitely bad. I had to send it back under warranty. Cost me postage but they did waive the $6 handling charge since it was brand new.Waiting for the replacementBased on this experience I'm not sure I'd get these again,negative
Yo it's been 2 and a half weeks since Kendrick's Black Friday dropped and I still haven't fully understood all his lyrics yet...,negative
Straight up tho if you ain't heard this then get on it Kendrick Lamar - Black Friday by TopDawgEnt on #SoundCloud https://t.co/CLjzDbfPmq,neutral
Everyone mentions that the product does not turn off. If you put your finter over the + & - volume buttons at the same time the speakers will cut off. This allows you to unplug your ipod without distortion.,positive
"Although this book is free, your time is still valuable. Therefore, before deciding to download, you should be aware that this book is aimed at Christians who believe that there are essential differences between men and women, and that men's particular characteristics make them better suited to lead. These assumptions shape the book in ways both obvious and subtle. For example, both husbands and wives are advised to make a date to participate in their spouse's hobby, but the dates are framed differently: husbands should help their wives, while wives should learn from their husbands. If these beliefs reflect your own, go forth and download. If not, well, there are still some potentially useful date ideas and discussion topics, albeit nothing you couldn't come up with on your own.",negative
Murray's form has been tremendous this year ... a win tonight would've seen him reach 60 victories in a season for just the 2nd time,positive
i can listen to J. Cole's and Kendrick Lamar's Black Friday on repeat all day.,positive
"I watched the first and the second movies and i LOVED them. When i watched 3 ninjas High noon and i hated it. The actors werent the same and it wasnt as good. if i had another choice i would just get the 3 ninjas, 3 ninjas knuckles up, and 3 ninjas Kick back.",neutral
I bought this book for ideas and tips. It is a handy book that I used several times for information in helping decide how I want my shed to look. Getting a kit from the local supply yard would be quick and easy but also plain and boring. This provides an option to get away from plain and boring,positive
Takes two hands to put on so only use when you have lots of pockets. Also they keep coming apart at the joint so don;t get in hurry or tight space. And any outside noise is going to intrude. Not sure why I bought these but maybe the Salvation Army will be glad to have them.,negative
"Christians ARE being persecuted, Muslims MAY be persecuted. So i want Christians! @QandA @mikebairdMP @HJJoyceEcon #auspol",negative
"Purchased this for our food business and we are very happy with it. Conducts heat well, cleans up easily, a high quality pan at a bargain price.",positive
"Not very thick! That dates a little, that is not very educational, but forces is me to admit that I throw back to it an eye from time to time regularly to glean some tricks!! Very nice point about the mixture of colors in unissons. It is not very expensive .Small nice notebook although dispensable!",neutral
It 's quite another to feel physically caught up in the process .,neutral
"Would anyone wanna go with Shawn and I to Renn Faire Sunday, September 20??",neutral
Admirably ambitious but self-indulgent .,neutral
"Great TV. Great look and design. Excellent color and picture. Not so smart. Very, very slow apps. I bought a router booster to enhance my signal and still slow. The X style TV stand is old fashion and very start trek. Not to sturdy. The slow apps and smal",neutral
@Polygon no less ridiculous than ANY of the THOR movies by Marvel. Or Melinda May beating up any guy on Agents of SHIELD,negative
"Great mailbox. Holds several days worth of my wife's catalogues. Seems to be made of slightly lighter metal than the fifty year old box that it replaced but it will be just fine for decades, if that kid with the baseball bat doesn't come through the neighborhood again.",positive
Football: (10:39 2Q) - Touchdown @RU_Eagles. Curtis runs in for his 3rd TD in the first 20 min. of the game. 20th TD on season for Curtis.,neutral
"Thor said Thursday during press conf that he had tricks up his sleeve for tonight. It was the Warthen slider, he relied on it heavily 3 IP+",neutral
"@hughcartoons he was like David Abbott's edgier younger brother.  the Elvis Costello to David Abbott's George Harrison, if i may.",positive
"Fell in love with Chris Evans, wanna download all of his movies tomorrow.",positive
British Summer Time Hyde Park 2016 tickets: Florence + the Machine and Kendrick Lamar to play July gig https://t.co/pvn5UejVew,neutral
@asianenterprise What the what is this Admin. so fearful of Iran in 1st place the deal stunk.,negative
"Interesting , but not compelling .",neutral
Bought this for my father. He loves it and marathon watched all of the episodes in one day.I couldn't really get into it though it could just be because I only caught bits and pieces.,neutral
You could put it on a coffee table anywhere .,neutral
"I liked a @YouTube video http://t.co/xUWXvzaV85 Daniel Bryan explains to Randy Orton that he needs to hug: SmackDown, January 18,",positive
The 3D is fantastic. I have DirecTV and they have four 3DHD channel just now. Couldn't be happier. The set-up folks were not a lot of help...friendly but in a hurry to leave. I was left on my own to review the manual for most everything but turning the se,neutral
"I used to watch Twas the Night Before Christmas all every year when I was a kid. It brought back so many memories of my childhood watching. My neice loved it also, so its great to start new memories with her. Honestly I watch it even though it is no longer the Christmas season.",positive
@ShawnOnTheNBA We did.  He says it should be corrected tomorrow.  Thor is available on Twitter @ThoreosNmilk,positive
I have purchased this same type of transfer medium in the past and used it once then. I've used this new container once and now remember why I don't use it. The areas where the Omni-Gel is used are raised up from the fashion fabric and definitely leaves your material heavier. That being the case I really am not qualified to review this item. Handy to have on hand if a relative talks about putting a picture on a t-shirt or pillow I have the goop required. Until it expires.,neutral
"We're good friends. - Chris Evans on the show Jimmy Kimmel, November 25 https://t.co/6YUaG6Yqn6",positive
An awkwardly garish showcase that diverges from anything remotely probing or penetrating .,negative
"This is the first terrible review that I have written, but this book deserves it. Seduction, betrayal, infidelity, adultery, and children born out of wedlock - I was quite disappointed that this book claimed to have a ""spiritual reconciliation."" I didn't like the main character, Aliyah at the beginning of the book and felt the same at the end of the book. The title for the book was crappy when it should have been ""I Cry Because I Feel Ashame."" If I could have given this book a rating of ""O"" for the number of stars, I would have. I will not this book to anyone. Let's hope the author's writing will improve with her next book.",negative
"This junky thing won't screw onto the jack on the back of my modem, or the wall outlet. I have used more than one cable to make those connections in the past, so it isn't an issue with the wall outlet or modem.",negative
"Tomorrow is Star Wars day! New movie! And is @Babi_kremser and @VihKadri birthday! Great, isn't? @bexmader",positive
"Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .",neutral
You can listen to Kendrick when he rap about real shid...but can't listen to august alsina when he sings bout real shid......funny,neutral
"I like that Smith , he 's not making fun of these people , he 's not laughing at them .",positive
A self promotional novel by a drug addict/criminal. This 920 page novel befits the authors oversized ego. After some consideration I think the novel was not worth reading.,negative
Kim Kardashian launches Kimojis including image of her bum: It may just be the ideal last-minute... https://t.co/tIvoOk84DQ Daily Mail UK,positive
Sat in bed watching twilight cause I'm just that tucking cool right now!!,positive
...reasons and sharing the video is inconsiderate to briana and louis. it may be difficult for them &amp; we need to stop  #OhNoBriana   ...,neutral
@Campbell_Soupss I liked it a lot. Held my attention much better than Dark Souls. I may have to go back to that now.,positive
"This clock radio has many great features, and functions well for a few months. It is nice looking too. We bought a second because we liked it so much. Sadly, the CD door and controls quit working on both after a few months. Sometimes mine opens if I pound on it hard enough, and occasionally it will play track one of the CD. Currently one of my favorites is stuck inside. The only working thing left on the units are the dimming digital clocks.",negative
6. In the 7th grade I stole the janitors keys so I can go into the comp lab n print out twilight pictures for my wall,positive
"Never thought I would see ""Justin Bieber"" in the context of something positive https://t.co/X9voIX3gSo",neutral
"You may think you have figured out the con and the players in this debut film by Argentine director Fabian Bielinsky , but while you were thinking someone made off with your wallet .",negative
"Anyone who enjoys reading about the Middle Ages will certainly enjoy this book. It is not an overbearing lecture about life during this time, but it's the little things that the author throws in that makes it so interesting. The mystery is excellent as well. The plot turns and twists keeping the reader interested. The mystery was well planned and it will keep you guessing. I plan to read more of Penman's books. I am hooked.",positive
nothing like a little Lady Gaga on a Saturday night... only it's Friday night - my drunk mother,negative
"... Ice Age treads predictably along familiar territory , making it a passable family film that wo n't win many fans over the age of 12 .",neutral
"This fisrt book in Zahn's new trilogy is a wonderful and exciting work of art. He brings back the old favorites of the Star Wars saga, at the same time bringing intriguing new characters that have just as much details as the old ones. He also throwns in new challenges for our cherished characters to handle. A good point of this is that he doesn't put his characters in a situation that you can guess how they suceed (i.e. Blow up a Death Star, Kill so and so, etc.) I do disagree with the Reader from Haiwaii. The whole book is there, it's supposed to feel like it is only a third completed, that is why it's called a trilogy. If you'll look carefully, the books are the same size as before.",positive
"Murray is beaten before the QF of a Grand Slam for the first time in five years. Anderson, magnificent throughout, took 4th set tiebreak 7-0",neutral
"Got bored, so I read Twilight and now I want a vampire bf ugh it's 8th grade all over again :/",neutral
"Let me first say that this review is written from the perspective of yet another Radiohead fanatic. In another review, somebody said that AROBTTH is to Parachutes as Radiohead's OK Computer was to The Bends. I had the EXACT same sentiment when I first listened to the album straight through, and was delighted to see someone else sharing my feelings. In my opinion, this is no coincidence. THIS IS THE ALBUM THAT WILL SOLIDIFY COLDPLAY IN MUSIC HISTORY. I've always been looking for the new Radiohead (in artistry, not as a replacement, mind you!), with artists like Muse, Godspeed You Black Emperor, and Sigur Ros. With A Rush of Blood to the Head, my search is over.Long live Coldplay.",positive
"If your a soul who is in hell, and you've been sent back to redeem yourself, and if you are to be stipped of all that you knew, how in the HELL can you wrtite the book in the 1st person format! ""My life began in hell"". How dumb is that? Should have been 3rd person ""His life began in hell"" would been more engrossing, more enjoyable. But then Jim's work has always been in that format. Didn't he think as a ""rat"" in that book he wrote RATS? Hmmmm. STAY AWAY!",negative
My 1 year old daughter loves this toy. When you open the crocodile's mouth it makes music or growls. She loves the sounds and loves to put the blocks in and out of his mouth. Highly recommend this toy!,positive
I hope these chats about Cole n Kendrick dropping in Feb are true...,positive
@smtickets Hi. Are you going to sell The Vamps ticket on Sm Molino or Sm Bacoor? This coming sat?,neutral
"The Vamps @TheVampsband performed in the BBC Radio 1 Live Lounge on Monday, check out their amazing set here.... https://t.co/hWyWmjEmvd",positive
"I don't want fucking Kane &amp; Lynch 2, Microsoft. Hurry up with Dark Souls and Vanquish, will ya? https://t.co/8T76mKcaU3",negative
"@dorisovotes @GovMikeHuckabee People may throw Christians in jail&amp; punish bodies, but they can't take away the Lord. https://t.co/IbHDtlElco",negative
"I bought this model a year and a half ago, and it worked fine, until one day (After the 1-year warranty expired) for no apparent reason those horizontal green lines appeared, and the picture lost a lot of its quality. This TV is still practically new. Not happy.",negative
"A so-so , made-for-TV something posing as a real movie .",negative
"Dana White may very well have the world's best piece of furniture. ""Any questions?"" Nope. We're good here. https://t.co/E4EWMcPPv1",positive
"I still can't believe my laptop charger broke... It may take me a while to replace it as well, so PS4 streams are taking over the channel!",negative
"For crying out loud, we've heard these songs *a thousand times* already. We do NOT need to have them all gathered up and thrown on the same disc. If you like Jefferson Starship, pick up the Dragon Fly and Red Octopus albums. Don't settle for ""Miracles"" when the band is clearly capable of more than just that song played over and over.Foreigner is a major disappointment as well. Pick up their very first album to find some lost classics. The Steve Miller Band was much better in the late 60's and early 70's when they were experimenting with ideas, such as on the Children of the Future album.People buy these comps to remember the past, but I have a better idea- start making some NEW memories by ignoring this compilation and by checking out the bands regular studio albums. I already gave you some advice for Jefferson Starship and Steve Miller. Don't settle for just the big hits.",negative
"@fineassnjh Go rest, see you tomorrow. #MTVStars Lady Gaga",positive
https://t.co/tipahCPNpX Cracking alternative view on Chris Evans' tenure from @cspaceram #dcfcfans Was he really so bad?,neutral
@eventim_uk Are you refunding booking fees due to The Vamps Manchester Sunday 17th April cancellation?,neutral
"@sloover @aidannolanmusic Iran is a big difference. She may be more hawkish than Sanders, but she isn't anti-negotiation like the Rs",neutral
